fecha_puesta,fecha_recogida,dias_monitoreo,periodo_monitoreo,monitoreo,tipo_trampa,marca_trampa,num_trampa_monitoreo,trampa_ID_unico,trampa_ID,ubicacion,orden,familia,especie,abundancia_trampa,especies_monitoreo,num_especies_monitoreo,abundancia_monitoreo,temp_mean,temp_sd,temp_se,hum_mean,hum_sd,hum_se
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Araneae,Pholcidae,Aymaria conica,3,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,2,2,may-dic-2017.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Aymaria conica,4,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,3,3,may-dic-2017.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Aymaria conica,2,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,4,4,may-dic-2017.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Aymaria conica,2,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,6,6,may-dic-2017.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Pholcidae,Aymaria conica,2,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,7,7,may-dic-2017.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Araneae,Pholcidae,Aymaria conica,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Hymenoptera,Formicidae,Camponotus sp.,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Orthoptera,Gryllidae,Gryllus sp.,2,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,5,5,may-dic-2017.Adhesiva.suelo.Zona.central5,Zona.central,Orthoptera,Gryllidae,Gryllus sp.,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Araneae,Linyphiidae,Linyphiidae incertae sedis,2,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,5,5,may-dic-2017.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Linyphiidae,Linyphiidae incertae sedis,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,6,6,may-dic-2017.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Linyphiidae,Linyphiidae incertae sedis,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,7,7,may-dic-2017.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Araneae,Linyphiidae,Linyphiidae incertae sedis,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,2,2,may-dic-2017.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blattidae,Periplaneta australiasea,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,60,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,2,2,may-dic-2017.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,45,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,3,3,may-dic-2017.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,12,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,4,4,may-dic-2017.Adhesiva.suelo.Zona.central4,Zona.central,Isopoda,Porcellionidae,Porcellionides pruinosus,4,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,5,5,may-dic-2017.Adhesiva.suelo.Zona.central5,Zona.central,Isopoda,Porcellionidae,Porcellionides pruinosus,5,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,6,6,may-dic-2017.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,5,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,2,2,may-dic-2017.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,2,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
5/11/2017,12/11/2017,214,may-dic-2017,1,Adhesiva.suelo,Insect Monitor,3,3,may-dic-2017.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,23,7,159,20.51149425,1.488835157,0.112868302,48.36781609,4.596090177,0.348428697
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,1,8,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Hymenoptera,Formicidae,Camponotus sp.,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,1,8,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Araneae,Oecobiidae,Oecobius concinnus,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,1,8,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,6,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,2,9,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Aymaria conica,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,2,9,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Linyphiidae,Linyphiidae incertae sedis,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,2,9,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Modisimus sp.,3,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,2,9,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,56,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,2,9,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,6,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,3,10,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Aymaria conica,7,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,3,10,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Orthoptera,Gryllidae,Gryllus sp.,3,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,3,10,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Modisimus sp.,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,3,10,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,21,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,3,10,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,3,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,4,11,dic2017-jul2018.Adhesiva.suelo.Zona.central4,Zona.central,Blattodea,Blattidae,Blattidae incertae sedis,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,4,11,dic2017-jul2018.Adhesiva.suelo.Zona.central4,Zona.central,Isopoda,Porcellionidae,Porcellionides pruinosus,4,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,5,12,dic2017-jul2018.Adhesiva.suelo.Zona.central5,Zona.central,Coleoptera,Ptinidae,Lasioderma serricorne,5,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,5,12,dic2017-jul2018.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Linyphiidae,Linyphiidae incertae sedis,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,6,13,dic2017-jul2018.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Orthoptera,Gryllidae,Gryllus sp.,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,7,14,dic2017-jul2018.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Orthoptera,Gryllidae,Gryllus sp.,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,7,14,dic2017-jul2018.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Araneae,Linyphiidae,Linyphiidae incertae sedis,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,7,14,dic2017-jul2018.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Araneae,Oecobiidae,Oecobius concinnus,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,7,14,dic2017-jul2018.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
12/11/2017,7/11/2018,212,dic2017-jul2018,2,Adhesiva.suelo,Gluee Louee,7,14,dic2017-jul2018.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,23,10,127,21.1,NA,NA,41.11764706,NA,NA
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,1,15,jul2018-feb2019.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Blattidae,Periplaneta australiasea,1,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,2,16,jul2018-feb2019.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Aymaria conica,1,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,2,16,jul2018-feb2019.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,12,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,4,17,jul2018-feb2019.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Aymaria conica,1,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,4,17,jul2018-feb2019.Adhesiva.suelo.Zona.central4,Zona.central,Orthoptera,Gryllidae,Gryllus sp.,2,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central5,Zona.central,Acari,NA,Acari incertae sedis,11,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central5,Zona.central,Psocoptera,Epipsocidae,Epipsocus sp,2,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central5,Zona.central,Orthoptera,Gryllidae,Gryllus sp.,1,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central5,Zona.central,Psocoptera,Liposcelididae,Liposcelis entomophila,2,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central5,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,1,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central5,Zona.central,Hymenoptera,Formicidae,Tapinoma melanocephalum,1,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
7/11/2018,2/11/2019,215,jul2018-feb2019,3,Adhesiva.suelo,Gluee Louee,6,19,jul2018-feb2019.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Pholcidae,Aymaria conica,4,19,11,59,21.47368421,1.538967528,0.117687788,37.0994152,4.686218808,0.358364109
