fecha_puesta,fecha_recogida,dias_monitoreo,periodo_monitoreo,monitoreo,tipo_trampa,marca_trampa,num_trampa,trampa_ID_unico,trampa_ID,ubicacion,orden,familia,especie,abundancia_trampa,especies_monitoreo,num_especies_monitoreo,abundancia_monitoreo
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,24,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Blattidae,Periplaneta australiasea,2,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,1,31,feb2019-ene2020.Adhesiva.mueble.Zona.central1,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,12,20,48
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,4,33,feb2019-ene2020.Adhesiva.mueble.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,12,20,48
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,2,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,2,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,4,25,feb2019-ene2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,1,22,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,107,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,2,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,112,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,24,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,75,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,5,26,feb2019-ene2020.Adhesiva.suelo.Zona.central5,Zona.central,Isopoda,Porcellionidae,Porcellionides pruinosus,3,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,6,27,feb2019-ene2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,6,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,7,28,feb2019-ene2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,4,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,8,29,feb2019-ene2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,2,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,4,25,feb2019-ene2020.Adhesiva.suelo.Zona.central4,Zona.central,Psocoptera,,Psocoptera incertae sedis,1,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,3,32,feb2019-ene2020.Adhesiva.mueble.Zona.central3,Zona.central,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,12,20,48
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,4,33,feb2019-ene2020.Adhesiva.mueble.Zona.central4,Zona.central,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,12,20,48
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,2,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,24,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,2,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,1,22,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Diptera,Sciaridae,Sciara sp.,1,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,2,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Sciaridae,Sciara sp.,1,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,8,29,feb2019-ene2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Diptera,Sciaridae,Sciara sp.,1,32,20,418
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,30,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Scolopendromorpha,Scolopendridae,Scolopendra galapagoensis,1,12,20,48
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,1,31,feb2019-ene2020.Adhesiva.mueble.Zona.central1,Zona.central,Hymenoptera,Formicidae,Tapinoma melanocephalum,5,12,20,48
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,24,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Hymenoptera,Formicidae,Tapinoma melanocephalum,1,32,20,418
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,1,35,feb2019-sep2019.Adhesiva.luz.Zona.central1,Zona.central,Diptera,Culicidae,Aedes taeniorhynchus,3,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,Lepidoptera,Geometridae,Cyclophora impudens,1,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,Hymenoptera,Diapriidae,Diapriidae incertae sedis,4,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,1,35,feb2019-sep2019.Adhesiva.luz.Zona.central1,Zona.central,Hymenoptera,Diapriidae,Diapriidae incertae sedis,2,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,,,Incertae sedis 2,2,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,1,35,feb2019-sep2019.Adhesiva.luz.Zona.central1,Zona.central,Coleoptera,Ptinidae,Lasioderma serricorne,2,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,Psocoptera,Liposcelididae,Liposcelis entomophila,2,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,18,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,1,35,feb2019-sep2019.Adhesiva.luz.Zona.central1,Zona.central,Diptera,Phoridae,Megaselia sp.,22,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,1,35,feb2019-sep2019.Adhesiva.luz.Zona.central1,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,1,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,Coleoptera,Phalacridae,Phalacrus darwini,2,12,10,60
2/11/2019,9/11/2019,212,feb2019-sep2019,4,Adhesiva.luz,Luz UV,2,34,feb2019-sep2019.Adhesiva.luz.Zona.ampliacion2,Zona.ampliacion,Coleoptera,Curculionidae,Xyleborus spinulosus,1,12,10,60
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Coleoptera,Carabidae,Calosoma granatense,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Collembola,,Collembola incertae sedis,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,4,39,ene-abr2020.Adhesiva.suelo.Zona.central4,Zona.central,Collembola,,Collembola incertae sedis,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,5,40,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Collembola,,Collembola incertae sedis,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Coleoptera,Elateridae,Dipropus puberulus,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,5,40,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Polyphagidae,Holocompsa nitidula,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,3,38,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,7,41,ene-abr2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,8,42,ene-abr2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,3,38,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Solifugae,Ammotrechidae,Neocleobis solitarius,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blattidae,Periplaneta americana,2,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,3,38,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,5,40,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,5,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,19,12,24
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,19,12,24
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,1,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,3,45,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Psychodinae,Clogmia sp. ,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum erraticum,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,1,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum sp.,2,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,5,48,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Orthoptera,Gryllidae,Cycloptilum sp.,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Oonopidae,Gamasomorpha sp.,2,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,4,47,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,5,48,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,2,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,8,51,abr-jul2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,2,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,1,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Diptera,Phoridae,Megaselia scalaris,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Phoridae,Megaselia scalaris,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,3,45,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,3,45,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Hymenoptera,Formicidae,Monomorium floricola,3,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,4,47,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,5,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,5,48,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,6,49,abr-jul2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,7,50,abr-jul2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Solifugae,Ammotrechidae,Neocleobis solitarius,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,0,46,abr-jul2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,Blattidae,Periplaneta americana,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,0,46,abr-jul2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Araneae,Pholcidae,Physocyclus globosus,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,4,47,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,23,13,33
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,7,50,abr-jul2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,1,23,13,33
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,60,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,0,62,jul-oct2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,,Blattodea incertae sedis,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,7,64,jul-oct2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Hymenoptera,Formicidae,Camponotus conspicuus zonatus,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,60,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Psychodinae,Clogmia sp. ,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,8,65,jul-oct2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Collembola,,Collembola incertae sedis,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,60,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,6,63,jul-oct2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,1,59,jul-oct2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Hymenoptera,Formicidae,Monomorium floricola,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,60,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,3,61,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,6,63,jul-oct2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Pholcidae,Physocyclus globosus,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,3,61,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,3,61,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Sarcophagidae,Sarcophagidae incertae sedis,1,14,10,14
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,0,62,jul-oct2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,Blattellidae,Symploce pallens,1,14,10,14
